Frequency,Nominal,Min,Max
1020000,6317.75033960522,6214.673508171897,6468.856031748317
1040000,6323.124315788683,6223.118955723625,6498.445899105326
1060000,6337.459461569442,6222.371852966502,6533.172790272048
1080000,6359.051498744729,6218.029099837277,6571.807226321589
1100000,6386.444480117315,6223.3177161734375,6613.331965540755
1120000,6418.404899134369,6236.573366978021,6656.910782886441
1150000,6472.687039663449,6268.288130452552,6724.671482885785
1180000,6532.142989939885,6309.829575433487,6793.759512556388
1200000,6573.584096645369,6339.291574816619,6839.902003164064
1220000,6615.881665596484,6371.710808390709,6885.767834309682
1250000,6680.078618277823,6424.417185438027,6953.569350840369
1280000,6744.270375225233,6480.394441574694,7019.694323927532
1300000,6786.678277305419,6518.809566110232,7062.65675662055
1320000,6828.575396325626,6557.703034423719,7104.632123657759
1350000,6890.184139393763,6616.3508643014875,7165.635504340306
1380000,6950.0313310363,6674.735732173644,7224.20099417844
1400000,6988.843423171748,6713.241523315216,7261.869390058879
1420000,7026.737286789432,6751.268791809945,7298.437444718708
1450000,7081.801025331781,6807.209152120181,7351.246229165515
1480000,7134.69553707667,6861.623802483423,7401.650365454703
1500000,7168.749932728274,6896.971727262057,7433.9516792055265
1550000,7249.710330602338,6981.881076038154,7510.331327022295
1600000,7324.89085091652,7061.688904500503,7580.807295578521
1650000,7394.601934457552,7136.394316371236,7645.828487357024
1700000,7459.202189387844,7206.144927164273,7705.841567296265
1750000,7519.065632243589,7271.173051508208,7761.2747098525015
1800000,7574.562137860359,7331.754802000356,7812.529165099667
1850000,7626.046228517247,7388.184149508279,7859.975569415362
1900000,7673.851103723347,7440.756751270224,7903.953086003952
1950000,7718.285934133044,7489.760149150491,7944.770182941096
2000000,7759.635156858043,7535.4681102581235,7982.706308530995
2050000,7798.158965532159,7578.13764571365,8018.014007764934
2100000,7834.0944811423105,7618.007743408586,8050.9212024931
2150000,7867.657278085577,7655.299179356924,8081.633470571219
2200000,7899.043061542411,7690.214989212927,8110.336230052292
2250000,7928.429370822499,7722.941325235824,8137.1967787450285
2300000,7955.977234022274,7753.648519429945,8162.366166812661
2350000,7981.832731893237,7782.492237099585,8185.9808966787905
2400000,8006.128449570179,7809.61464733758,8208.164454260079
2450000,8028.984807852778,7835.145565076817,8229.028680972322
2500000,8050.511273753393,7859.203537956622,8248.674998670229
2550000,8070.80745477534,7881.896863511048,8267.195500720496
2600000,8089.964084025403,7903.324530162653,8284.673922438265
2700000,8125.182461734738,7942.737399347614,8316.802754600934
2750000,8141.388812473965,7960.881428027559,8331.586137801354
2800000,8156.746159520346,7978.0788132388825,8345.594672594554
2850000,8171.312418746242,7994.393491964401,8358.881474164755
2900000,8185.140726507981,8009.884219922189,8371.495232973219
2950000,8198.279893599258,8024.60504797169,8383.480642105604
3000000,8210.774811650077,8038.605751494832,8394.878778526867
3050000,8222.666817216044,8051.932217344823,8405.727443602615
3100000,8233.9940182369,8064.626792600025,8416.061467602249
3150000,8244.791587026231,8076.728598995473,8425.912982330126
3200000,8255.092023486655,8088.273816547284,8435.311665528932
3300000,8274.319533668533,8109.826007762137,8452.858272066167
3400000,8291.891525219336,8129.5231004824045,8468.89742862936
