Frequency,Nominal,Min,Max
980000,4.109126343779741e-8,3.509197919426696e-8,4.7752873743674295e-8
1000000,3.911332608169464e-8,3.3317623534039017e-8,4.567100262960283e-8
1020000,3.722136138138003e-8,3.165123309648125e-8,4.363094167876722e-8
1040000,3.542271463595855e-8,3.0091926482861844e-8,4.164870040770957e-8
1060000,3.372143048850242e-8,2.8636817262096166e-8,3.973700142306866e-8
1080000,3.2118809103522044e-8,2.7281618942345574e-8,3.790523676667142e-8
1100000,3.0613982062027064e-8,2.6021142525356093e-8,3.615968091621153e-8
1120000,2.9204451161659195e-8,2.484968738089318e-8,3.4522394920540746e-8
1150000,2.7260616286301542e-8,2.3246470398697428e-8,3.224134653727986e-8
1180000,2.5507538155614753e-8,2.181041370796128e-8,3.0150358407201326e-8
1200000,2.443643175550905e-8,2.0936541366475227e-8,2.8858912674109102e-8
1220000,2.343742831330062e-8,2.0123330164794168e-8,2.76460585739873e-8
1250000,2.206312805693811e-8,1.9006665130696656e-8,2.5966179790530046e-8
1280000,2.0823533809396708e-8,1.800057599070134e-8,2.4441620127621256e-8
1300000,2.0064530326404133e-8,1.7384661551439804e-8,2.3504678821869475e-8
1320000,1.9354636995163757e-8,1.680844076433416e-8,2.262652291368495e-8
1350000,1.837365638631949e-8,1.6011571807255787e-8,2.1410911544658868e-8
1380000,1.7483082849558354e-8,1.5287139943308956e-8,2.030610287668084e-8
1400000,1.6934468738018042e-8,1.484021548088596e-8,1.962534777074077e-8
1420000,1.6418711605386806e-8,1.4419492967296304e-8,1.8985489376211038e-8
1450000,1.5701259153492104e-8,1.3833164088735709e-8,1.809597446226164e-8
1480000,1.5044559549202414e-8,1.3295199697410056e-8,1.728277564201658e-8
1500000,1.4637195015753053e-8,1.2960782945575335e-8,1.677900042192227e-8
1550000,1.3712731286683575e-8,1.2199561204039716e-8,1.5638275806105903e-8
1600000,1.290417017034309e-8,1.1530765684076335e-8,1.4644249691362283e-8
1650000,1.2192453362035402e-8,1.093938537649298e-8,1.3772858554585339e-8
1700000,1.1562187819951767e-8,1.0413314837518692e-8,1.3004511174163895e-8
1750000,1.100087538620173e-8,9.942725810901776e-9,1.2323224055727466e-8
1800000,1.049830949229793e-8,9.519584047321628e-9,1.1715911109708078e-8
1850000,1.0046104498695417e-8,9.137276993302158e-9,1.1171811253469904e-8
1900000,9.637328577742354e-9,8.790325810027192e-9,1.0682031801882433e-8
1950000,9.266216770075472e-9,8.474161530065407e-9,1.0239185898517527e-8
2000000,8.927945924301145e-9,8.18495010550189e-9,9.83710495646148e-9
2050000,8.618457401871943e-9,7.919454864970735e-9,9.470610355602364e-9
2100000,8.334316723092491e-9,7.674927727567049e-9,9.13533173957903e-9
2150000,8.072601876352451e-9,7.449022638408219e-9,8.827561910308625e-9
2200000,7.830813958576584e-9,7.239726271241264e-9,8.544140486550378e-9
2250000,7.606805293829556e-9,7.045302224920133e-9,8.282360217900083e-9
2300000,7.398721298935924e-9,6.864245825931638e-9,8.039891197246898e-9
2350000,7.204953216434963e-9,6.69524731506466e-9,7.814719265137145e-9
2400000,7.024099482667913e-9,6.537161699369266e-9,7.60509571249952e-9
2450000,6.854933992640727e-9,6.388983932395224e-9,7.409496016604462e-9
2500000,6.69637990136363e-9,6.249828377006249e-9,7.226585831098473e-9
2550000,6.547487891986383e-9,6.118911728460308e-9,7.055192827404662e-9
2600000,6.4074180654385155e-9,5.995538747661594e-9,6.894283277138792e-9
2700000,6.150843907551868e-9,5.769013202762293e-9,6.600358423276296e-9
2750000,6.033082070058838e-9,5.664811802896954e-9,6.465807836180781e-9
2800000,5.9216075221766095e-9,5.566040596195999e-9,6.338644637648473e-9
2850000,5.815942388404964e-9,5.472298093099501e-9,6.218289956658695e-9
2900000,5.715656034424365e-9,5.383221501807202e-9,6.104223698640716e-9
2950000,5.620359384659987e-9,5.298482168916501e-9,5.995977324024457e-9
3000000,5.5297000342887184e-9,5.217781647189017e-9,5.893127652789555e-9
3050000,5.443358030507785e-9,5.140848292865918e-9,5.795291531428933e-9
3100000,5.361042219646024e-9,5.067434311755176e-9,5.7021212274098085e-9
3150000,5.282487074351293e-9,4.99731318696524e-9,5.6133004394437876e-9
3200000,5.207449929463601e-9,4.930277432295735e-9,5.5285408307723565e-9
3300000,5.0670590998116425e-9,4.804715674455369e-9,5.370173881449704e-9
3400000,4.938301026796329e-9,4.6894007102221675e-9,5.225167272384442e-9
