Frequency,Nominal,Min,Max
220000,0.25790483531723574,0.23955092570969047,0.276761620264211
225000,0.2649800733570133,0.2459727150795016,0.2845187287647324
230000,0.27214661315071,0.2524670526783234,0.29238750852585005
235000,0.2794076075993272,0.2590363345626307,0.3003719618830253
240000,0.2867662940928941,0.2656830151021948,0.3084762058513973
245000,0.2942259972897489,0.27240960888876614,0.3167044757742001
250000,0.3017901319073361,0.2792186926651592,0.3250611289379094
255000,0.30946220551417936,0.28611290727075783,0.3335506481302192
260000,0.31724582131088896,0.2930949595987272,0.34217764511292464
270000,0.3331625869302436,0.30733374704335603,0.35986318434370823
275000,0.3413034458898111,0.31459624387675006,0.36893162436357746
280000,0.34957127053706377,0.32195810576012074,0.37815734347062185
285000,0.3579701824327433,0.32942239918079375,0.3875456448263423
290000,0.3665044142508227,0.33699226828736323,0.3971019773917122
295000,0.37517831193248014,0.34467093671317256,0.4068319375495853
300000,0.3839963366310357,0.35246170933384,0.416741270190805
305000,0.39296306640430645,0.3603679739418214,0.4268358691648082
310000,0.4020831976048431,0.36839320281869264,0.43712177698169263
315000,0.4113615459117407,0.37654095418326455,0.4476051836372137
320000,0.42080304694018233,0.3848148734907684,0.45829242441476964
330000,0.4401958494163479,0.40175624046299546,0.4803044542135811
340000,0.46030347788712117,0.41924824925459897,0.5032112896055815
350000,0.48116966298760133,0.4373232880125466,0.5270682988883401
360000,0.5028398852009686,0.4560151824454059,0.5519324234167137
370000,0.5253611912592514,0.4753591626030129,0.5778616287938955
390000,0.5731512554892848,0.5161508548805761,0.6331473116352977
400000,0.5985187348492531,0.5376751690705142,0.6626163118163813
410000,0.6249333980432095,0.560004340528316,0.6933721006324461
420000,0.6524427985991041,0.5831784075554053,0.7254590213480633
432000,0.6869617933792277,0.6121588321037938,0.7657681512131971
445000,0.726287446855979,0.6450706782737594,0.8116916626710335
458000,0.7676844529834643,0.67963875539206,0.8599457526382106
475000,0.8249955740753931,0.7274609695833417,0.926392108185242
488000,0.8712233208154393,0.7661024788371817,0.9794736185898727
500000,0.9156526284060649,0.8033938569980519,1.0298484848991096
515000,0.9733207747624452,0.8521892911186155,1.093943331435503
530000,1.0328894052859967,0.9033250685805917,1.1580904425305973
550000,1.113911660220318,0.9747829607682672,1.2413758263579608
565000,1.1743982656918137,1.0303422407089127,1.3015950371589475
580000,1.2329540161616774,1.0869253003935904,1.3556904791781557
600000,1.3047580589898096,1.1624476094717753,1.4139292174758253
615000,1.3511972708525193,1.2176400319809533,1.4443356489960464
630000,1.3889986617284655,1.2699921171887971,1.4617371663301428
645000,1.4164520666189588,1.3178573339080828,1.465709904267838
660000,1.4324462531075244,1.3580272367894417,1.4665319700169912
675000,1.4366461041460021,1.3687594310687947,1.4656003086635665
688000,1.4310949593360067,1.342073723225983,1.4596398865336386
700000,1.4190527862192983,1.31332067235462,1.4628886318140086
715000,1.3959271950053187,1.2734674169900984,1.4660903660847042
732000,1.3610485646050787,1.2251716077935206,1.457208273697976
750000,1.3169901225376945,1.1726549736083325,1.4350139051889697
765000,1.2767659076447153,1.1291132262012848,1.4082868110228255
780000,1.2348829576269615,1.0865629511541328,1.375834015457128
800000,1.1783727510806719,1.0321790214028947,1.3264156804754097
820000,1.122822125097343,0.9810474218106721,1.2729949798244269
840000,1.0694457554401242,0.9334253833810516,1.219966380175335
860000,1.0189261022154716,0.8893239557518595,1.167421804424579
880000,0.9715777679479619,0.8486107840988814,1.1159765318552664
900000,0.9274758428591109,0.8110775033131342,1.0665246286739551
920000,0.886548320707455,0.7764820881185798,1.0195787935262604
940000,0.8486391305856568,0.7445744015426697,0.9753833501467392
960000,0.8135493991996696,0.7151108732290191,0.9340031586864005
980000,0.7810635007918744,0.6878623396816668,0.8953889730350117
1000000,0.7509648784703263,0.6626176924064794,0.8594232814065805
1020000,0.7230451793021053,0.6391850292001316,0.825951322172379
1040000,0.6971091209249355,0.6173913749741093,0.7948014196330191
1060000,0.672976696381335,0.597081631912369,0.7657978935501246
1080000,0.650483764574169,0.5781171599255137,0.7387689371098396
1100000,0.6294816985603612,0.5603742255172163,0.7135511571865508
1120000,0.6098365167625314,0.5437424557948262,0.6899919440148828
1150000,0.5826528002904922,0.520665729866141,0.6574581168066973
1180000,0.5578980423571934,0.49958084328627983,0.627916472249676
1200000,0.5425929320744274,0.486508406020437,0.6097000283968729
1220000,0.528153732001834,0.47414861438470446,0.5925519695790831
1250000,0.5079666316230118,0.4568226847519256,0.5686445462230101
1280000,0.48936273805900266,0.44080585302007774,0.5466865958959557
1300000,0.4777504072207143,0.43078319738712634,0.5330192223529014
1320000,0.46671524234962974,0.42124026224207883,0.5200598171147335
1350000,0.45115348197584565,0.4077515493413961,0.5018336785621085
1380000,0.4366700137580934,0.3951637792400991,0.48492392468325535
1400000,0.42755868716452994,0.38722800106443755,0.4743134329252146
1420000,0.4188487084196762,0.37962931341380485,0.4641903534830859
1450000,0.4064791473805706,0.3688167223460317,0.44984818051534353
1480000,0.39487388150732633,0.3586492550564463,0.4364292940733481
1500000,0.3875266343999226,0.3522006443574317,0.42795267549503274
1550000,0.3703883554145488,0.33712308745328856,0.4082374845668094
1600000,0.35480980180194327,0.3233741962239783,0.390387152418842
1650000,0.3405819611398099,0.3107808132617193,0.37414384007562923
1700000,0.3275316892927478,0.29919883682345355,0.35929498558713757
1750000,0.3155143896192342,0.28850739146184656,0.3456639256477995
1800000,0.3044083918411781,0.27860433594633915,0.3331027076169987
1850000,0.29411059490747915,0.26940276790848544,0.3214865329042433
